base_name,x,y,obverse_group
3764,3.8846993,6.0057807,15
3765,0.5848149,7.5279355,7
3766,0.7863745,7.506785,7
3767,1.0265132,7.4467425,26
3768,1.2342144,6.685112,18
3769,1.8707354,4.5144906,13
3770,1.1120969,5.7176247,5
3771,-0.35733056,5.910401,20
3772,1.2172173,4.290976,3
3773,4.921778,5.001263,29
3774,1.261928,6.527142,24
3775,2.6772988,5.4548965,19
3776,1.8997666,6.103858,19
3777,4.3991857,5.7448683,28
3778,0.5749366,4.59497,3
3779,0.5739849,3.3563898,10
3780,1.3280593,3.6908803,3
3784,3.8135452,6.055359,15
3785,3.4845936,7.0009294,19
3786,3.0314236,7.015301,21
3787,0.1948813,4.7024117,3
3788,2.7821014,5.682453,6
3789,0.053660247,6.5919213,5
3790,-0.24482752,5.4872584,1
3791,1.4362472,5.61102,5
3792,0.26337442,5.80603,1
3793,3.8635044,4.391181,14
3794,4.5320315,4.280204,14
3795,0.072104394,7.0108232,7
3796,0.48344916,6.0797296,5
3797,3.125639,7.36519,19
3798,0.35349974,6.530013,5
3799,1.1947045,3.6837318,3
3800,2.4572365,5.050036,5
3801,1.8471729,3.7296283,22
3802,2.7085702,6.3346868,23
3803,4.665218,4.5533786,14
3804,1.8161814,5.163366,5
3805,0.46138358,5.077477,3
3806,0.9319131,4.429683,1
3807,-0.097204834,3.5962746,10
3808,3.1365867,6.4870396,20
3809,0.72441983,5.593805,5
3810,1.3241966,4.97612,20
3811,1.5631499,7.6922636,26
3812,1.929347,6.4740443,20
3813,2.298213,6.12718,5
3814,1.4436579,3.4578338,9
3815,1.3279278,7.3715396,11
3816,1.6939954,7.5107594,26
3817,0.82464653,5.1104507,1
3818,0.80451095,6.997938,24
3835,3.4441593,7.4964557,6
3836,-0.084917985,7.252695,19
3837,1.259035,8.212719,7
3838,1.0717088,4.269046,19
3839,1.4432102,8.301686,8
3840,0.6389593,4.2724857,3
3841,0.2679148,7.379286,7
3842,0.7697702,5.7023726,27
3853,-0.10457594,6.723105,5
3854,0.3146755,6.819739,24
3855,2.8749092,7.12598,8
3856,0.5627243,7.983172,7
3857,3.2113764,7.392679,19
3858,1.7678604,4.6703315,13
3859,3.9814024,4.24932,29
3860,-0.044878867,7.4146495,19
3861,3.3096237,7.6138644,6
